CustomerID,NumTransactions,TotalSpent,UniqueProducts
13932,1,307.4,16
13933,2,608.7900000000001,23
13934,1,922.1,31
13936,1,376.58,26
13937,1,158.85,9
13938,1,71.66,7
13939,3,568.55,43
13940,4,839.14,39
13941,5,5112.96,24
13946,3,561.5699999999999,11
13947,1,90.6,5
13948,1,102.0,3
13949,6,2427.32,124
13950,4,745.06,33
13951,3,674.45,38
13952,2,3251.071,120
13953,7,3515.68,8
13954,2,439.92,24
13955,2,322.96,33
13956,5,1019.27,123
13959,3,594.04,79
13960,2,230.22,11
13962,2,169.55,11
13963,4,664.54,35
13967,1,80.7,2
13969,18,9024.17,334
13971,8,2758.26,118
13972,2,190.25,15
13973,1,264.7,11
13974,1,413.59000000000003,28
13975,6,2461.2400000000002,240
13976,1,357.98,10
13978,2,196.79000000000002,14
13979,1,869.87,54
13980,1,200.14,11
13982,4,1871.81,72
13983,12,2603.43,91
13984,5,920.51,14
13985,15,7060.13,108
13986,1,320.46,12
13988,6,4147.96,188
13989,2,1266.08,33
13990,1,311.3,16
13991,6,852.88,58
13992,1,76.8,5
13993,9,3466.36,66
13994,6,2274.14,122
13995,5,1393.69,55
13999,12,3901.81,102
14000,1,635.66,15
14001,3,2043.0800000000002,34
14002,2,529.73,47
14004,7,4582.64,102
14005,5,2874.72,53
14006,3,962.19,22
14009,2,695.61,42
14012,1,328.8,11
14013,3,473.02,30
14014,1,505.18,39
14015,1,917.34,20
14016,4,4341.21,154
14019,3,1421.61,37
14020,2,642.8,37
14021,3,631.9,22
14022,1,440.0,28
14023,2,584.07,30
14024,2,327.7,16
14027,1,104.82,6
14029,2,467.66,15
14030,8,2358.84,210
14031,19,17286.86,119
14032,11,2975.59,53
14034,3,648.89,82
14035,5,1428.02,41
14036,1,626.65,38
14037,2,147.20000000000002,27
14038,3,1560.38,64
14039,1,152.2,6
14040,12,3560.32,146
14041,1,141.41,21
14044,4,646.42,165
14045,4,1659.75,4
14046,1,154.99,14
14047,5,1308.6100000000001,22
14048,1,409.93,83
14049,4,5578.72,348
14050,2,746.36,49
14051,23,15610.390000000001,52
14052,1,225.36,56
14053,2,260.25,2
14054,1,92.46,6
14055,1,725.6400000000001,10
14056,23,8152.71,320
14057,17,6211.66,179
14059,1,183.6,8
14060,19,6140.42,86
14062,12,10464.85,60
14064,5,1334.34,59
14066,1,152.55,7
14067,2,374.7,51
14068,1,265.85,22
14071,8,1437.57,271
14073,1,151.04,13
14075,3,942.26,33
14076,1,118.67,43
14077,5,499.41999999999996,33
14078,6,1049.37,46
14079,1,375.1,12
14080,1,45.599999999999994,4
14081,2,921.62,126
14082,1,182.25,28
14083,9,1002.9,162
14085,18,4421.29,272
14087,1,191.47,61
14088,13,50491.81,379
14089,1,158.75,13
14090,1,76.32000000000001,1
14092,14,4076.91,117
14093,1,433.86,95
14096,17,65164.79,1119
14098,1,147.35,21
14099,11,3104.17,167
14100,1,191.95000000000002,24
14101,6,5976.79,15
14102,5,1105.8799999999999,35
14104,2,216.20999999999998,21
14105,1,1266.23,74
14107,7,2703.23,61
14108,2,597.91,33
14109,1,144.2,9
14110,12,5683.15,94
14111,4,692.85,10
14112,7,2915.15,117
14113,4,1840.42,26
14114,2,386.53,15
14116,5,1382.74,61
14117,1,90.0,3
14121,4,2780.15,148
14124,1,419.58000000000004,4
14125,3,2720.63,159
14126,3,706.1300000000001,14
14127,3,709.71,39
14128,2,637.5,40
14129,5,1123.8600000000001,31
14130,1,480.91,66
14132,11,3586.0299999999997,100
14133,3,605.64,25
14135,15,4690.31,95
14138,2,965.8800000000001,40
14139,1,415.82,26
14140,2,935.05,60
14141,4,915.13,27
14142,1,311.81,22
14143,1,115.8,7
14145,4,3742.2,6
14146,5,4191.0,183
14147,2,483.4,4
14148,1,157.2,3
14149,1,446.62,28
14150,2,658.64,23
14152,2,621.29,47
14154,2,1345.62,52
14155,1,118.75,6
14156,55,117210.08,714
14157,2,424.89000000000004,45
14158,1,507.66,41
14159,11,4630.35,501
14161,3,1097.6200000000001,87
14162,2,289.36,25
14163,4,2445.91,36
14164,2,1631.77,28
14165,1,120.44,23
14167,4,562.59,27
14171,1,363.79,57
14173,4,450.84,28
14174,1,134.46,26
14175,3,3222.3,139
14176,4,576.9000000000001,28
14177,4,549.46,37
14178,7,1600.26,191
14179,2,701.57,135
14180,25,4748.52,112
14184,1,452.89,24
14185,1,197.65,3
14188,6,2054.36,34
14189,15,4654.08,176
14191,13,4684.76,145
14193,2,853.39,35
14194,21,11349.52,269
14195,2,1012.0,7
14196,1,335.52,6
14198,4,701.4,35
14199,1,185.39999999999998,2
14201,7,747.44,32
14204,1,150.61,36
14205,2,466.7,23
14206,1,328.15999999999997,20
14208,1,151.74,10
14209,6,2073.43,55
14210,6,1905.8400000000001,66
14211,9,2241.1,87
14212,1,1070.48,9
14214,5,1004.38,64
14215,6,1789.72,98
14216,4,1839.3,47
14217,17,2004.98,78
14218,1,169.48000000000002,12
14219,1,89.94,7
14220,2,632.4,21
14221,9,3432.8,123
14222,1,683.17,41
14223,3,991.13,50
14224,4,1009.73,105
14226,5,2214.79,64
14227,10,3350.96,117
14229,3,1547.2,29
14231,3,925.71,47
14232,5,2048.07,81
14233,4,1462.72,30
14234,4,754.12,122
14235,5,3144.86,65
14236,2,490.86,15
14237,1,161.0,9
14238,1,146.85,8
14239,11,2380.85,83
14240,2,890.34,37
14241,1,213.70000000000002,10
14242,2,280.55,13
14243,10,2588.77,99
14245,2,1693.45,107
14246,3,1474.06,57
14247,1,136.76999999999998,19
14248,1,302.58,8
14250,3,1904.05,94
14251,5,2879.7000000000003,37
14256,2,969.0600000000001,51
14257,5,3099.7200000000003,88
14258,9,12669.98,58
14259,1,120.0,5
14261,2,1163.45,52
14262,8,2618.23,87
14264,2,333.97,15
14265,2,530.18,31
14267,3,1516.24,25
14270,1,492.65000000000003,29
14271,1,112.32,10
14272,2,437.96,33
14273,4,559.97,22
14276,3,1119.74,52
14277,3,4188.0,195
14280,1,134.04,8
14282,15,3701.44,70
14284,2,595.25,24
14285,4,1910.01,18
14286,3,4628.75,220
14287,3,176.63,9
14288,1,426.6,16
14289,6,911.26,33
14290,5,2314.65,89
14291,11,3883.25,145
14292,9,4871.93,64
14293,4,1046.56,51
14295,1,166.20000000000002,5
14297,4,1305.33,48
14298,44,51527.3,884
14299,9,3965.62,94
14300,1,43.2,3
14301,1,640.14,13
14304,1,383.45,17
14305,3,1858.96,96
14306,2,2093.32,33
14307,6,2995.72,150
14309,9,2352.53,74
14311,1,310.26,20
14312,6,1611.59,74
14314,1,120.0,8
14315,6,2481.13,64
14317,1,508.58000000000004,24
14320,2,477.79,29
14321,5,1530.75,111
14323,2,605.0600000000001,32
14326,1,183.85,8
14327,1,311.65,12
14329,7,4975.24,218
14331,2,462.65999999999997,27
14332,3,840.21,22
14333,1,415.2,15
14334,8,2552.21,98
14335,2,454.86,55
14336,4,1614.91,77
14338,2,588.22,30
14339,1,309.52,14
14340,1,134.7,6
14341,8,2166.98,109
14342,4,668.5600000000001,18
14344,8,889.9300000000001,56
14345,1,108.97999999999999,6
14346,2,1021.58,55
14348,1,409.57,18
14349,1,133.5,31
14350,1,282.93,18
14351,1,51.0,1
14352,4,1078.96,44
14353,1,90.6,6
14354,2,163.62,9
14355,1,174.4,11
14356,2,701.23,33
14357,1,225.12,39
14359,3,912.18,44
14360,4,2118.03,104
14362,1,151.5,37
14364,8,3717.35,61
14367,16,9227.82,270
14368,1,155.0,8
14371,1,100.5,4
14373,1,76.55,4
14375,1,235.56,57
14377,2,617.05,11
14379,2,348.1,39
14381,1,202.68,56
14382,1,615.49,121
14383,3,1247.69,49
14385,3,202.11,13
14386,1,142.4,7
14387,3,1727.6,125
14388,8,3212.84,124
14389,2,1043.46,33
14390,9,4642.57,135
14393,1,67.95,5
14395,9,3479.91,181
14396,2,487.99,71
14397,19,2612.96,18
14400,1,574.7,25
14401,13,4051.48,113
14403,4,1475.81,17
14404,6,1449.32,70
14406,1,156.75,8
14407,6,2157.73,67
14408,7,2599.03,60
14409,6,2059.4500000000003,40
14410,9,1100.27,153
14411,1,1063.0,14
14412,2,770.03,43
14413,1,121.05,22
14414,7,1496.98,79
14415,13,5855.57,283
14416,2,490.22,13
14418,3,1937.25,114
14419,6,1051.79,112
14420,1,387.52,29
14421,2,813.11,25
14422,6,4263.64,189
14423,1,265.2,3
14424,1,322.08,1
14426,10,4481.67,183
14427,2,363.34000000000003,16
14428,5,1224.06,108
14431,1,470.36,17
14432,6,2248.5,256
14434,6,1372.8,3
14436,1,89.06,9
14437,1,63.0,5
14438,1,131.9,9
14439,1,2661.24,32
14440,5,2357.6800000000003,33
14441,4,1712.89,43
14442,2,1589.82,58
14443,4,1420.2,84
14446,4,1010.35,233
14447,5,1163.23,54
14448,2,375.35,20
14449,4,885.8,201
14450,3,483.25,32
14451,2,643.9,86
14452,2,259.05,55
14453,1,119.93,22
14456,9,3017.28,580
14457,1,113.64,4
14459,1,1837.92,37
14460,3,434.34,14
14461,3,2103.06,173
14462,11,1980.57,150
14463,3,529.62,6
14465,3,1038.44,107
14466,7,2272.4,35
14467,4,596.26,67
14470,2,461.19,43
14472,8,1852.67,153
14473,2,234.34000000000003,7
14474,1,547.66,29
14475,3,925.85,35
14476,1,193.0,17
14477,4,1309.6,7
14479,2,316.25,18
14480,1,279.05,13
14481,2,636.51,25
14482,6,2022.81,110
14483,1,137.1,9
14484,1,321.92,14
14485,1,162.8,44
14487,6,1165.48,112
14488,1,1064.28,46
14489,1,463.38,30
14491,2,340.93,17
14493,5,2383.2400000000002,95
14494,1,139.56,7
14495,2,123.8,6
14496,2,538.8100000000001,16
14497,1,475.37,29
14498,5,1957.32,162
14499,3,808.44,146
14500,3,356.85,6
14501,2,251.21,9
14502,11,2429.83,368
14503,6,3543.26,113
14504,4,673.26,85
14505,8,5859.43,540
14506,5,1960.65,204
14507,6,1367.88,79
14508,2,268.05,52
14511,5,1314.81,53
14512,2,275.28,19
14513,3,455.59000000000003,11
14514,3,990.2,65
14515,6,2076.89,68
14517,2,330.45,17
14518,1,174.37,16
14520,2,270.6,3
14522,4,974.54,15
14523,1,241.09,12
14524,9,1843.83,161
14525,9,4215.9,217
14527,55,8507.13,330
14528,1,364.21999999999997,18
14529,3,578.61,177
14530,6,2862.11,140
14532,4,932.85,45
14533,7,1949.72,53
14534,18,4397.3,331
14535,3,2854.84,280
14536,1,170.95,18
14537,1,355.56,10
14538,2,388.25,19
14539,2,537.48,31
14540,3,952.66,64
14541,8,1453.35,71
14542,1,103.25,5
14543,16,3599.73,43
14544,2,2004.3,97
14546,5,2573.93,250
14547,8,3974.75,198
14548,2,652.8,2
14549,1,289.24,56
14550,2,757.37,38
14551,2,186.23,9
14552,1,164.22,57
14553,5,859.27,103
14554,4,2279.4900000000002,147
14555,2,312.54,18
14557,1,788.38,16
14560,22,2237.77,39
14561,3,1080.76,67
14562,18,5006.77,187
14565,4,3099.12,111
14566,1,1432.0,4
14567,2,1530.3600000000001,33
14569,1,227.39,10
14570,2,218.06,29
14572,7,2804.54,190
14573,9,1639.82,127
14576,1,35.400000000000006,1
14577,4,859.71,86
14578,1,168.63,24
14581,1,138.6,16
14582,1,114.11,6
14583,5,986.96,243
14584,4,1033.06,68
14585,1,157.05,29
14586,1,237.36,19
14587,9,1580.29,170
14589,1,39.75,3
14591,4,1320.21,138
14592,3,557.94,132
14593,3,617.15,127
14594,2,363.33,48
14595,6,1740.6,94
14597,2,866.24,45
14598,1,221.97,49
14600,1,393.33000000000004,25
14601,1,213.96,7
14603,1,660.0,2
14606,93,12076.15,819
14607,14,16209.5,38
14608,4,1785.15,8
14609,4,601.56,2
14616,3,406.08000000000004,2
14618,3,553.44,10
14619,1,394.44,20
14620,2,412.78000000000003,26
14621,5,1788.3600000000001,80
14622,1,320.58000000000004,21
14623,5,886.7,108
14624,2,225.85,13
14625,2,899.63,51
14626,4,2791.27,108
14628,2,671.96,22
14629,2,955.26,133
14631,3,1006.98,38
14632,1,114.56,8
14633,1,344.90000000000003,20
14636,2,609.85,27
14638,1,443.6,16
14639,6,2984.49,138
14640,6,2107.38,87
14641,1,110.46,7
14642,1,96.12,2
14643,2,693.8100000000001,30
14644,2,830.76,26
14645,2,597.09,28
14646,73,280206.02,700
14647,1,236.04000000000002,24
14649,4,1402.59,148
14651,2,653.75,95
14652,1,114.18,29
14653,7,1926.65,154
14655,4,1932.23,35
14656,2,291.05,73
14657,4,848.22,103
14658,2,247.15,27
14659,9,2529.93,147
14660,2,285.74,24
14661,1,107.95,4
14662,4,741.37,143
14664,2,636.24,78
14665,5,1835.7,63
14666,1,195.25,14
14667,25,9175.04,354
14669,3,1259.24,158
14670,2,392.86,107
14672,2,765.55,58
14673,5,1736.4,39
14675,1,596.36,93
14676,6,2548.2400000000002,29
14680,16,28754.11,73
14681,3,498.95,6
14682,2,52.0,1
14684,5,1201.51,231
14687,1,628.38,15
14688,21,5579.1,148
14689,1,112.8,13
14690,2,355.05,40
14691,5,2114.33,50
14692,4,591.55,53
14693,1,172.9,8
14696,7,2078.95,117
14697,2,188.60999999999999,22
14698,5,1217.27,148
14699,1,109.13000000000001,8
14700,3,2195.1,80
14701,9,2526.09,268
14702,17,3251.79,196
14703,1,318.17,22
14704,9,1493.96,288
14705,1,179.0,1
14708,3,1126.37,25
14709,13,4921.04,71
14710,4,599.48,124
14711,11,2839.62,221
14712,3,917.07,21
14713,11,2662.2,146
14714,1,160.19,10
14715,4,867.38,60
14716,2,307.51,46
14719,5,1581.84,177
14720,3,663.81,34
14722,1,180.42000000000002,28
14723,6,1122.3600000000001,193
14725,1,655.58,45
14727,1,268.58,10
14729,1,313.49,69
14730,8,1897.57,317
14731,3,380.02,38
14732,8,2702.4900000000002,105
14733,12,9585.91,102
14735,32,6065.69,99
14737,3,1164.55,15
14738,7,1314.45,39
14739,7,3902.28,47
14740,3,1448.21,85
14741,6,1400.34,35
14744,7,1099.98,21
14745,5,1220.26,46
14747,1,328.2,18
14748,5,1415.75,87
14752,1,389.64,5
14753,1,563.15,30
14754,2,638.05,38
14755,11,5010.28,128
14756,1,738.96,38
14757,1,420.5,19
14758,4,1484.06,54
14759,3,1625.97,92
14760,1,89.2,5
14761,2,255.9,11
14762,1,300.52,21
14764,1,278.3,6
14765,3,254.11,38
14766,6,2473.37,111
14768,2,192.60000000000002,4
14769,8,10416.98,718
14770,2,876.42,49
14772,1,139.26,9
14775,3,1011.9,57
14776,11,2538.3,44
14778,2,730.86,34
14779,3,386.15,40
14780,2,447.68,26
14782,1,200.10000000000002,6
14784,2,289.99,15
14785,2,77.4,2
14788,2,679.4399999999999,26
14789,1,197.64,6
14790,4,745.06,30
14792,1,6.2,2
14793,1,228.99,14
14794,7,1319.91,68
14795,1,131.45000000000002,6
14796,17,7975.49,403
14798,3,173.74,11
14799,1,157.7,13
14800,12,4331.79,246
14801,1,189.34,56
14803,3,845.55,35
14804,1,353.27,12
14805,4,546.4,30
14806,1,193.39000000000001,11
14808,8,2718.6,176
14810,11,2085.33,106
14813,2,152.88,25
14815,2,778.5,53
14816,1,271.85,4
14817,2,1110.34,52
14818,3,657.8,41
14819,2,272.07,13
14820,4,507.29,24
14821,1,48.800000000000004,2
14823,3,321.43,56
14824,4,1127.71,19
14825,12,2221.01,82
14828,3,2139.76,17
14829,4,697.55,39
14830,1,188.88,39
14834,6,1720.3,43
14836,3,102.44999999999999,5
14837,4,1649.5,96
14840,1,62.85,4
14841,6,3295.76,103
14842,4,2824.69,128
14844,4,3189.81,87
14847,1,309.4,13
14849,25,7930.54,159
14850,1,325.75,21
14851,2,511.35,28
14852,6,2836.69,96
14853,2,475.8,8
14854,7,2740.03,110
14855,2,645.65,13
14856,3,1290.53,65
14857,2,1173.12,58
14859,4,1353.74,47
14860,1,170.32,11
14861,1,125.79,6
14862,2,841.1999999999999,47
14863,1,266.76,11
14865,2,52.2,4
14866,12,14389.9,30
14867,3,710.28,31
14868,8,2953.59,96
14869,2,721.45,66
14870,1,327.25,13
14871,4,501.28000000000003,68
14873,1,519.68,28
14875,2,1465.3200000000002,46
14878,9,1476.09,62
14880,3,690.59,45
14881,1,255.4,17
14882,2,589.7,6
14883,6,761.59,39
14885,1,765.3199999999999,15
14886,1,364.8,18
14887,1,1862.0,6
14888,1,369.2,20
14889,1,135.9,10
14890,1,125.65,7
14891,2,554.38,30
14893,2,1237.8500000000001,72
14894,1,655.75,23
14895,20,11138.710000000001,273
14896,2,468.77000000000004,43
14897,4,1366.38,43
14898,6,1269.31,86
14901,9,1421.29,73
14902,1,332.66,20
14903,5,2795.33,227
14904,2,1025.44,66
14905,2,616.15,14
14907,7,3501.1,125
14908,1,277.8,9
14910,4,434.35,25
14911,201,143711.17,1787
14912,2,867.85,21
14913,4,1227.43,76
14915,2,307.48,12
14916,4,1268.98,72
14918,2,1610.15,39
14920,2,977.77,57
14921,2,1316.07,78
14923,1,749.1,44
14924,1,310.05,10
14929,1,223.88,11
14930,3,2362.96,116
14931,5,1257.68,30
14932,1,363.53,17
14934,2,1890.94,68
14935,1,1784.71,10
14936,8,8137.02,210
14937,3,1621.88,33
14944,12,5900.25,101
14946,1,100.9,3
14947,2,290.82,14
14948,6,1101.97,56
14950,1,371.2,19
14951,1,311.69,20
14952,11,8099.49,117
14953,1,285.67,54
14954,1,294.85,75
14957,1,58.49,12
14958,3,483.72999999999996,33
14959,4,695.42,37
14960,2,221.27,23
14961,9,7044.68,193
14962,1,126.7,5
14963,5,1472.34,149
14964,1,206.21,13
14965,2,596.09,80
14966,1,183.02,35
14967,1,463.8,6
14968,1,147.59,37
14970,4,1592.06,24
14971,3,1097.98,144
14972,1,114.77,18
14973,3,1314.45,29
14974,1,89.94,17
14975,1,279.94,11
14976,7,790.86,47
14978,5,1921.3700000000001,136
14981,1,102.12,8
14984,2,202.37,37
14985,2,292.01,78
14987,2,326.4,2
14988,1,334.54,40
14995,2,231.98000000000002,53
14997,3,546.1999999999999,25
14998,2,414.87,70
15000,1,490.52,76
15002,4,1641.76,93
15004,1,1220.77,154
15005,28,6295.37,360
15006,1,480.38,121
15007,1,156.91,12
15009,3,1259.43,148
15010,1,308.94,20
15012,2,405.04,110
15014,2,257.67,29
15016,1,170.04,20
15017,1,125.58,20
15018,3,496.21000000000004,30
15019,1,252.81,64
15021,9,1871.77,287
15022,4,852.39,96
15023,11,6720.41,347
15024,10,1636.43,105
15025,1,361.96,66
15026,3,469.0,57
15027,4,1066.1499999999999,30
15028,4,627.13,35
15030,2,518.28,7
15031,4,653.19,74
15032,3,4959.1,29
15033,10,2557.18,315
15034,8,4274.16,299
15035,1,252.73000000000002,26
15036,3,429.56,107
15038,6,685.74,105
15039,47,19766.59,408
15041,1,179.93,66
15042,1,135.93,5
15043,1,537.0,3
15044,17,7634.7300000000005,233
15045,2,735.66,11
15046,15,5090.42,147
15047,1,343.62,22
15048,4,381.0,86
15049,1,121.17000000000002,3
15050,3,1737.69,68
15051,3,1383.3600000000001,130
15052,1,207.73000000000002,27
15053,3,693.95,49
15054,2,302.1,105
15057,2,1489.5,25
15058,11,2102.54,199
15059,9,1337.72,161
15060,4,294.25,81
15061,48,54534.14,70
15062,4,987.86,47
15063,1,370.79999999999995,5
15065,4,3158.13,148
15066,1,893.59,42
15067,3,1744.76,82
15068,2,553.36,96
15069,1,1109.53,70
15070,1,106.2,1
15071,2,982.07,25
15073,3,1043.41,31
15074,1,735.67,41
15075,1,773.03,27
15076,1,880.85,49
15078,32,9743.11,97
15079,4,895.61,46
15081,5,504.8,26
15083,1,88.2,5
15087,1,306.94,15
15088,2,1160.07,53
15089,6,2420.84,139
15090,1,381.32,23
15091,1,480.71,30
15092,2,457.81,23
15093,6,4597.02,52
15095,4,1370.6,30
15096,1,219.39000000000001,11
15097,1,248.08,25
15098,3,39916.5,1
15099,1,410.48,23
15100,3,876.0,1
15101,2,317.53,8
15103,2,703.36,35
15104,2,993.54,66
15105,7,2298.93,90
15106,5,1422.52,90
15107,6,319.5,12
15108,4,1300.25,50
15109,1,484.95,28
15110,4,996.1,17
15111,3,1567.48,70
15113,3,3509.43,77
15114,10,2760.56,136
15115,1,340.11,21
15116,4,1352.75,37
15117,5,1551.78,63
15118,1,244.8,1
15119,1,266.4,14
15120,1,358.82,21
15121,2,457.72,28
15122,3,1633.78,65
15123,2,2199.31,93
15124,2,184.19,14
15125,15,11528.48,102
15127,1,406.53,16
15128,4,1471.0,74
15129,11,3447.4,54
15130,1,330.11,22
15132,5,977.9300000000001,49
15133,3,982.42,27
15134,8,1387.99,44
15135,1,139.05,9
15136,4,1286.7,61
15139,2,178.96,13
15140,7,2354.25,74
15142,1,498.74,26
15143,1,259.45,14
15144,17,6580.44,132
15145,4,1194.73,54
15146,2,1327.16,90
15147,1,623.5,28
15148,1,301.29,20
15149,1,520.8000000000001,23
15150,10,5291.33,282
15152,13,4745.69,196
15153,1,329.25,22
15154,1,254.28,66
15156,3,961.49,51
15157,3,1936.07,125
15158,1,401.40000000000003,7
15159,30,18641.010000000002,363
15160,1,158.16,4
15163,2,304.47,29
15164,3,824.58,79
15165,1,487.75,27
15167,1,158.8,39
15168,1,106.56,5
15171,1,1289.5,5
15172,5,1624.05,106
15174,1,135.75,11
15175,1,224.14,23
15178,1,40.5,3
15179,5,2206.95,91
15180,1,87.5,6
15181,3,689.4799999999999,11
15182,2,622.85,24
15184,2,402.2,59
15185,1,310.62,21
15186,2,411.41,17
15187,16,4777.18,61
15189,41,16225.39,80
15192,3,1044.32,36
15193,1,499.32,19
15194,15,7616.53,209
15195,1,3861.0,1
15197,3,1079.6100000000001,30
15198,2,193.64,10
15199,4,1268.7,5
15201,5,1236.54,35
15203,6,1827.8,82
15204,1,316.58,9
15205,2,653.24,37
15206,4,420.29999999999995,3
15208,5,870.12,25
15210,1,331.18,20
15211,2,894.4100000000001,52
15212,1,101.8,5
15213,2,328.35,22
15214,8,1661.44,109
15215,3,734.94,33
15216,1,96.6,2
15218,11,5756.89,77
15219,1,305.75,9
15220,6,1778.96,110
15221,1,403.25,5
15222,1,585.0,5
15223,2,755.75,14
15224,2,322.08,13
15225,1,409.40000000000003,23
15226,1,154.41,8
15227,5,1219.4,43
15228,4,3386.71,110
15230,2,429.6,23
15232,2,612.06,26
15234,1,197.0,14
15235,12,2247.51,132
15236,1,321.05,15
15237,4,1412.32,94
15238,3,1071.99,49
15239,2,780.59,48
15240,5,1706.57,58
15241,8,1756.44,82
15243,1,316.68,22
15244,2,631.57,31
15245,3,2515.84,55
15246,2,514.15,32
15247,1,356.0,6
15249,13,6688.46,211
15251,11,10484.99,97
15252,2,740.78,44
15253,5,918.1999999999999,52
15254,1,300.36,18
15255,1,890.85,47
15256,1,98.45,6
15257,1,317.15,7
15258,2,623.16,32
15260,7,1810.77,62
15261,1,254.82,19
15262,1,178.95000000000002,10
15263,1,156.51,12
15264,1,393.74,23
15265,2,1506.1200000000001,76
15266,1,119.3,6
15267,5,1717.36,8
15269,1,408.8,2
15270,7,2379.49,22
15271,15,2493.34,184
15272,2,721.94,63
15274,2,716.57,44
15275,1,615.14,41
15276,1,128.63,49
15277,1,255.89999999999998,12
15279,1,290.51,19
15280,1,113.12,16
15281,9,2332.15,121
15286,1,240.55,3
15287,2,486.69,17
15288,5,2306.52,80
15289,3,939.78,43
15290,18,7943.22,93
15291,15,4668.3,62
15292,1,178.39,24
15296,6,3672.86,137
15297,3,641.94,30
15298,12,4799.9,115
15299,7,4507.01,7
15300,1,496.44,28
15301,12,5049.95,167
15303,1,574.02,31
15304,8,694.4000000000001,8
15306,3,1174.35,57
15307,1,205.3,12
15308,1,310.47,19
15311,91,60632.75,567
15312,4,924.85,42
15313,1,52.0,1
15314,1,327.97,24
15315,2,570.5,35
15316,1,165.0,1
15318,1,312.62,33
15319,1,204.5,16
15320,1,267.13,36
15321,3,2748.31,83
15322,1,679.68,42
15325,1,161.74,47
15326,1,311.71,29
15327,1,208.75,10
15329,3,1049.7,51
15330,2,714.96,10
15332,4,1661.06,29
15333,1,1028.56,16
15334,3,350.82,67
15335,1,170.22,34
15339,2,574.07,77
15341,1,2020.52,17
15342,1,406.09,24
15343,1,364.5,21
15344,3,563.94,21
15345,1,393.54,20
15346,1,252.42000000000002,17
15347,1,201.60000000000002,5
15348,1,158.04,9
15349,2,463.90999999999997,65
15350,1,115.65,5
15351,7,1934.66,157
15353,2,770.12,59
15355,2,277.05,9
15356,10,2718.03,215
15358,22,8347.2,292
15360,1,427.93,13
15361,1,418.92,7
15363,1,326.0,16
15364,2,913.19,29
15365,7,2314.32,65
15366,2,602.51,37
15367,4,1877.59,91
15368,1,446.94000000000005,4
15370,7,2386.05,65
15372,1,2007.3999999999999,27
15373,12,2415.91,74
15374,1,168.0,3
15376,3,1221.56,100
15379,7,3703.29,145
15380,5,1690.2600000000002,22
15381,2,596.85,8
15382,6,5955.71,193
15384,2,642.41,34
15385,1,316.88,12
15386,1,394.14,31
15388,1,140.54,10
15389,1,500.0,1
15392,4,1535.53,74
15393,2,231.86,10
15394,4,2183.54,54
15395,1,107.45,7
15396,1,288.18,14
15397,1,94.0,6
15398,2,1345.53,60
15399,3,815.77,45
15400,5,716.2,10
15402,2,626.77,35
15405,1,349.1,8
15406,2,510.71000000000004,51
15407,4,1046.74,142
15408,1,267.18,34
15410,8,3450.84,48
15411,4,1348.93,86
15412,1,190.53,10
15414,3,774.9000000000001,37
15415,1,559.61,46
15416,4,3984.32,165
15417,1,508.8,28
15419,1,135.86,8
15421,4,950.36,40
15422,2,97.7,6
15423,1,43.5,2
15424,2,383.34,17
15426,5,1404.07,217
15427,3,1430.54,233
15428,1,93.78,6
15429,2,397.35,77
15432,1,171.19,10
15433,2,533.3,40
15434,5,1041.48,40
15435,1,149.29,29
15436,3,1067.75,243
15437,1,200.16,44
15438,1,156.57999999999998,25
15440,3,383.68,50
15442,1,594.0,2
15443,7,3213.59,237
15444,2,1411.21,191
15445,1,113.5,5
15447,1,155.17,9
15448,1,494.64,28
15449,3,974.52,47
15450,1,429.84,30
15452,3,528.48,47
15453,7,1371.77,169
15454,1,179.1,23
15456,3,434.59000000000003,48
15457,1,237.07,56
15458,1,161.64,7
15460,1,214.26,53
15462,3,234.6,9
15463,1,126.14,7
15464,1,1044.65,155
15465,18,7354.62,43
15466,1,334.53,56
15467,3,524.88,41
15468,2,467.51,24
15469,2,538.55,24
15471,1,454.48,67
15472,1,371.56,76
15473,7,1771.2,4
15475,1,454.10999999999996,29
15478,2,1399.92,34
15480,1,905.5,45
15482,12,10879.76,46
15483,4,225.26,74
15484,4,3590.41,135
15485,3,2564.5,59
15488,1,91.32000000000001,2
15489,3,1134.28,47
15491,6,3100.09,108
15492,2,659.4599999999999,32
15493,5,1953.41,177
15494,2,1280.58,120
15497,2,1262.2,13
15498,27,13316.4,360
15500,4,1131.56,64
15502,12,10384.93,164
15503,1,141.04,66
15504,1,52.83,13
15505,5,3610.96,90
15506,3,972.08,121
15507,1,475.86,41
15508,6,1000.27,78
15510,1,250.0,1
15511,5,900.53,117
15512,2,121.0,7
15513,19,14758.220000000001,183
15514,11,4023.7200000000003,96
15516,3,62.43,15
15517,1,267.03,27
15518,8,1921.55,135
15520,1,343.5,18
15521,8,3000.2,116
15522,2,397.99,47
15523,1,412.01000000000005,10
15524,1,440.0,1
15525,3,734.37,133
15526,2,148.44,4
15527,8,2428.53,127
15528,1,229.33,26
15529,11,3962.6,415
15530,4,1497.31,90
15531,2,1972.39,196
15532,4,1564.73,205
15533,3,807.57,73
15535,4,502.9,55
15537,1,110.92,24
15539,1,538.46,41
15540,1,213.3,15
15541,1,85.13000000000001,29
15543,1,127.86,26
15544,9,3546.71,122
15545,2,288.96999999999997,78
15547,14,4910.6,441
