CustomerID,Recency,EngagementDays,Frequency,Monetary,UniqueProducts,TotalQuantity,Country,AvgBasketSize,AvgSpendPerTxn,ChurnLabel
13470,98,16,2,165.0,7,100,United Kingdom,50.0,82.5,1
13471,0,47,4,2501.84,214,1583,United Kingdom,395.75,625.46,0
13473,60,273,2,422.64,21,266,United Kingdom,133.0,211.32,1
13474,235,1,1,226.84,59,129,United Kingdom,129.0,226.84,1
13475,190,108,4,1431.78,64,1012,United Kingdom,253.0,357.945,1
13476,178,103,2,1238.47,56,417,United Kingdom,208.5,619.235,1
13477,37,254,6,1454.58,57,1021,United Kingdom,170.16666666666666,242.42999999999998,1
13479,200,34,2,300.95,14,134,United Kingdom,67.0,150.475,1
13481,45,212,5,1804.56,98,1142,United Kingdom,228.4,360.912,1
13482,231,1,1,184.64,11,116,United Kingdom,116.0,184.64,1
13483,65,1,1,140.34,10,160,United Kingdom,160.0,140.34,1
13484,240,1,1,313.8,8,44,United Kingdom,44.0,313.8,1
13485,232,1,1,454.24,23,277,United Kingdom,277.0,454.24,1
13486,77,77,3,1122.41,69,669,United Kingdom,223.0,374.1366666666667,1
13487,57,296,3,575.4,26,265,United Kingdom,88.33333333333333,191.79999999999998,1
13488,16,351,13,8968.31,271,4518,United Kingdom,347.53846153846155,689.87,0
13489,104,190,4,449.52,11,560,United Kingdom,140.0,112.38,1
13491,51,321,10,1215.82,73,903,United Kingdom,90.3,121.582,1
13492,135,79,3,1269.84,38,408,Switzerland,136.0,423.28,1
13493,274,12,2,618.63,6,380,Switzerland,190.0,309.315,1
13494,311,1,1,316.26000000000005,18,162,United Kingdom,162.0,316.26000000000005,1
13495,7,361,5,2044.8700000000001,34,829,United Kingdom,165.8,408.97400000000005,0
13496,10,350,2,653.33,28,341,United Kingdom,170.5,326.665,0
13497,282,86,2,348.05,19,163,United Kingdom,81.5,174.025,1
13499,17,253,5,1159.11,31,1365,United Kingdom,273.0,231.82199999999997,0
13500,22,100,3,1166.77,60,609,United Kingdom,203.0,388.92333333333335,0
13501,287,1,1,1340.32,52,560,Switzerland,560.0,1340.32,1
13502,16,308,3,292.0,17,264,United Kingdom,88.0,97.33333333333333,0
13503,70,1,1,216.85,17,248,United Kingdom,248.0,216.85,1
13504,63,1,1,295.93,22,178,United Kingdom,178.0,295.93,1
13505,72,160,4,4393.63,182,2486,Switzerland,621.5,1098.4075,1
13506,315,54,2,458.52,26,324,United Kingdom,162.0,229.26,1
13507,2,143,4,2479.16,146,1597,United Kingdom,399.25,619.79,0
13508,243,1,1,110.97,12,24,United Kingdom,24.0,110.97,1
13509,8,276,7,979.72,27,1106,United Kingdom,158.0,139.96,0
13510,0,183,4,1791.56,86,1386,United Kingdom,346.5,447.89,0
13512,260,1,1,251.21,15,143,United Kingdom,143.0,251.21,1
13513,126,1,1,205.1,10,109,United Kingdom,109.0,205.1,1
13514,73,1,1,152.20000000000002,4,40,United Kingdom,40.0,152.20000000000002,1
13515,72,176,4,891.12,50,681,United Kingdom,170.25,222.78,1
13516,20,218,3,1389.41,43,985,United Kingdom,328.3333333333333,463.1366666666667,0
13517,59,121,3,2128.42,125,1369,United Kingdom,456.3333333333333,709.4733333333334,1
13518,85,1,1,627.16,36,382,United Kingdom,382.0,627.16,1
13519,77,1,1,122.75,8,23,United Kingdom,23.0,122.75,1
13520,58,313,6,3624.35,49,1649,Switzerland,274.8333333333333,604.0583333333333,1
13521,0,9,3,1071.73,313,718,United Kingdom,239.33333333333334,357.24333333333334,0
13522,29,1,1,125.80000000000001,5,44,United Kingdom,44.0,125.80000000000001,0
13523,32,334,5,3964.88,157,1752,United Kingdom,350.4,792.976,1
13524,40,180,5,680.1800000000001,17,324,United Kingdom,64.8,136.036,1
13525,14,234,2,628.78,5,394,United Kingdom,197.0,314.39,0
13527,33,294,7,2242.36,153,1683,United Kingdom,240.42857142857142,320.33714285714285,1
13529,78,126,2,307.76,15,74,United Kingdom,37.0,153.88,1
13531,204,162,2,483.8,17,174,United Kingdom,87.0,241.9,1
13532,33,1,1,210.31,66,129,United Kingdom,129.0,210.31,1
13533,182,85,3,269.09,61,202,United Kingdom,67.33333333333333,89.69666666666666,1
13534,1,356,25,5870.08,119,2961,United Kingdom,118.44,234.8032,0
13536,0,75,7,3444.39,91,2126,United Kingdom,303.7142857142857,492.05571428571426,0
13538,42,273,7,1280.85,10,175,United Kingdom,25.0,182.97857142857143,1
13539,85,224,3,631.34,35,320,United Kingdom,106.66666666666667,210.4466666666667,1
13544,39,201,2,276.06,76,112,United Kingdom,56.0,138.03,1
13546,11,189,3,621.09,72,357,United Kingdom,119.0,207.03,0
13548,95,148,2,678.16,114,436,United Kingdom,218.0,339.08,1
13549,25,217,7,918.2,37,458,United Kingdom,65.42857142857143,131.17142857142858,0
13551,318,1,1,91.80000000000001,4,12,United Kingdom,12.0,91.80000000000001,1
13552,65,250,12,3740.07,82,1417,United Kingdom,118.08333333333333,311.6725,1
13555,73,129,4,4098.88,128,2636,United Kingdom,659.0,1024.72,1
13557,27,253,2,584.06,31,546,United Kingdom,273.0,292.03,0
13558,5,63,4,594.52,123,338,United Kingdom,84.5,148.63,0
13560,6,1,1,171.42000000000002,32,63,United Kingdom,63.0,171.42000000000002,0
13561,215,1,1,141.85999999999999,14,83,United Kingdom,83.0,141.85999999999999,1
13562,81,164,3,1799.33,50,757,United Kingdom,252.33333333333334,599.7766666666666,1
13563,83,56,2,777.53,49,209,United Kingdom,104.5,388.765,1
13564,143,224,3,1724.67,68,636,United Kingdom,212.0,574.89,1
13565,18,316,2,240.22,35,172,United Kingdom,86.0,120.11,0
13566,40,42,2,856.84,134,567,United Kingdom,283.5,428.42,1
13568,172,1,1,187.05,41,66,United Kingdom,66.0,187.05,1
13569,16,351,2,338.62,73,156,United Kingdom,78.0,169.31,0
13570,242,1,1,239.49,27,161,United Kingdom,161.0,239.49,1
13571,12,241,12,2088.94,157,1757,United Kingdom,146.41666666666666,174.07833333333335,0
13572,205,1,1,1384.25,32,534,United Kingdom,534.0,1384.25,1
13573,49,203,2,290.25,24,302,United Kingdom,151.0,145.125,1
13575,22,153,5,732.0699999999999,41,449,United Kingdom,89.8,146.414,0
13576,9,363,18,6717.34,78,2646,United Kingdom,147.0,373.18555555555554,0
13577,24,217,4,1687.6000000000001,61,791,United Kingdom,197.75,421.90000000000003,0
13579,14,355,2,467.04,19,176,United Kingdom,88.0,233.52,0
13581,308,1,1,118.0,10,30,United Kingdom,30.0,118.0,1
13583,155,1,1,781.03,53,725,United Kingdom,725.0,781.03,1
13584,306,1,1,142.4,24,37,United Kingdom,37.0,142.4,1
13587,63,1,1,712.4,8,180,United Kingdom,180.0,712.4,1
13588,15,240,9,2478.95,131,2606,United Kingdom,289.55555555555554,275.43888888888887,0
13589,14,165,2,379.65,21,114,United Kingdom,57.0,189.825,0
13590,10,292,6,1981.92,70,1848,United Kingdom,308.0,330.32,0
13591,64,203,3,1117.13,56,485,United Kingdom,161.66666666666666,372.3766666666667,1
13592,35,229,4,247.95999999999998,15,84,United Kingdom,21.0,61.989999999999995,1
13593,107,228,5,2011.88,77,719,United Kingdom,143.8,402.37600000000003,1
13594,52,1,1,396.97,26,359,United Kingdom,359.0,396.97,1
13596,5,8,2,664.11,133,384,United Kingdom,192.0,332.055,0
13598,46,1,1,160.04,33,52,United Kingdom,52.0,160.04,1
13599,0,366,21,5149.92,171,3293,United Kingdom,156.8095238095238,245.2342857142857,0
13600,311,1,1,219.52,19,324,United Kingdom,324.0,219.52,1
13601,44,167,2,693.32,90,548,United Kingdom,274.0,346.66,1
13602,64,1,1,428.89,23,267,United Kingdom,267.0,428.89,1
13603,25,1,1,164.34,27,164,United Kingdom,164.0,164.34,0
13606,28,283,3,276.75,40,276,United Kingdom,92.0,92.25,0
13607,39,1,1,675.51,93,288,United Kingdom,288.0,675.51,1
13610,11,274,7,1082.33,165,488,United Kingdom,69.71428571428571,154.6185714285714,0
13611,88,271,3,1154.4,67,754,United Kingdom,251.33333333333334,384.8,1
13614,23,307,4,1585.46,171,564,United Kingdom,141.0,396.365,0
13615,318,1,1,417.69,23,189,United Kingdom,189.0,417.69,1
13617,39,141,3,544.18,31,300,United Kingdom,100.0,181.39333333333332,1
13618,173,1,1,177.34,13,246,United Kingdom,246.0,177.34,1
13621,116,1,1,213.85,19,343,United Kingdom,343.0,213.85,1
13623,30,267,5,727.74,75,286,United Kingdom,57.2,145.548,1
13626,252,1,1,257.23,19,209,United Kingdom,209.0,257.23,1
13627,58,299,5,1638.47,84,1269,United Kingdom,253.8,327.694,1
13629,22,316,11,7792.36,28,4372,United Kingdom,397.45454545454544,708.3963636363636,0
13630,4,281,7,2031.78,51,1391,United Kingdom,198.71428571428572,290.2542857142857,0
13631,99,168,11,3070.42,6,467,United Kingdom,42.45454545454545,279.1290909090909,1
13632,24,219,5,2118.93,121,1031,United Kingdom,206.2,423.78599999999994,0
13634,32,294,5,1547.3600000000001,156,700,United Kingdom,140.0,309.47200000000004,1
13635,67,1,1,1071.03,62,677,United Kingdom,677.0,1071.03,1
13636,36,249,5,949.12,57,592,United Kingdom,118.4,189.824,1
13637,51,175,3,804.3,79,405,United Kingdom,135.0,268.09999999999997,1
13638,15,1,1,122.64,8,93,United Kingdom,93.0,122.64,0
13639,73,1,1,1033.34,39,800,United Kingdom,800.0,1033.34,1
13642,215,1,1,312.28,57,151,United Kingdom,151.0,312.28,1
13643,30,155,3,519.44,24,273,United Kingdom,91.0,173.14666666666668,1
13644,15,90,4,2624.26,144,2067,United Kingdom,516.75,656.065,0
13645,119,1,1,252.1,5,158,United Kingdom,158.0,252.1,1
13647,9,226,4,1648.1200000000001,65,887,United Kingdom,221.75,412.03000000000003,0
13649,256,110,2,346.6,23,139,United Kingdom,69.5,173.3,1
13650,16,251,6,1836.34,79,922,United Kingdom,153.66666666666666,306.0566666666667,0
13651,34,5,2,94.2,6,33,United Kingdom,16.5,47.1,1
13652,45,323,3,1095.08,48,578,United Kingdom,192.66666666666666,365.02666666666664,1
13654,42,231,6,2707.33,157,2182,United Kingdom,363.6666666666667,451.22166666666664,1
13655,113,128,2,932.97,52,605,United Kingdom,302.5,466.485,1
13656,164,173,2,379.65,49,490,United Kingdom,245.0,189.825,1
13657,10,191,2,382.14,16,209,United Kingdom,104.5,191.07,0
13658,9,195,5,2639.17,91,1019,United Kingdom,203.8,527.8340000000001,0
13659,205,116,2,1563.0,92,882,United Kingdom,441.0,781.5,1
13662,85,174,3,881.26,50,533,United Kingdom,177.66666666666666,293.75333333333333,1
13663,178,1,1,189.47,13,91,United Kingdom,91.0,189.47,1
13666,59,228,3,84.65,12,41,United Kingdom,13.666666666666666,28.21666666666667,1
13667,148,1,1,299.05,82,149,United Kingdom,149.0,299.05,1
13668,2,360,21,6309.83,284,3722,United Kingdom,177.23809523809524,300.46809523809526,0
13669,50,99,2,218.55,9,237,United Kingdom,118.5,109.275,1
13670,74,1,1,349.7,25,282,United Kingdom,282.0,349.7,1
13672,300,31,2,186.39000000000001,4,57,United Kingdom,28.5,93.19500000000001,1
13673,18,14,2,387.44,47,114,United Kingdom,57.0,193.72,0
13675,150,134,2,486.82000000000005,25,330,United Kingdom,165.0,243.41000000000003,1
13678,151,1,1,232.6,16,924,United Kingdom,924.0,232.6,1
13680,0,338,4,3719.12,164,1934,United Kingdom,483.5,929.78,0
13681,17,138,4,827.83,37,360,United Kingdom,90.0,206.9575,0
13682,186,1,1,59.5,3,10,United Kingdom,10.0,59.5,1
13684,285,1,1,65.13,29,38,United Kingdom,38.0,65.13,1
13685,2,58,7,3119.44,29,5056,United Kingdom,722.2857142857143,445.63428571428574,0
13686,182,1,1,72.0,8,70,United Kingdom,70.0,72.0,1
13689,62,1,1,910.0,6,512,United Kingdom,512.0,910.0,1
13690,58,1,1,172.25,9,67,United Kingdom,67.0,172.25,1
13692,24,212,3,1488.32,48,1226,United Kingdom,408.6666666666667,496.1066666666666,0
13694,3,370,50,65039.62,366,63312,United Kingdom,1266.24,1300.7924,0
13695,30,229,15,2504.13,46,1603,United Kingdom,106.86666666666666,166.942,1
13697,38,1,1,151.29999999999998,12,177,United Kingdom,177.0,151.29999999999998,1
13699,154,1,1,308.58000000000004,14,66,United Kingdom,66.0,308.58000000000004,1
13700,25,301,10,2248.63,139,2281,United Kingdom,228.1,224.863,0
13703,317,1,1,99.5,1,10,United Kingdom,10.0,99.5,1
13704,4,84,9,2308.06,111,1531,United Kingdom,170.11111111111111,256.4511111111111,0
13705,7,367,3,711.86,25,363,United Kingdom,121.0,237.28666666666666,0
13706,302,1,1,330.79,20,189,United Kingdom,189.0,330.79,1
13707,266,49,2,806.41,48,351,United Kingdom,175.5,403.205,1
13708,270,1,1,285.33,49,301,United Kingdom,301.0,285.33,1
13709,3,312,13,6307.650000000001,244,3508,United Kingdom,269.84615384615387,485.2038461538462,0
13710,31,1,1,180.48,8,176,United Kingdom,176.0,180.48,1
13711,218,1,2,252.06,11,140,United Kingdom,70.0,126.03,1
13712,246,1,1,228.84,10,352,United Kingdom,352.0,228.84,1
13715,280,92,5,1077.39,89,562,United Kingdom,112.4,215.478,1
13716,268,1,1,138.28,21,138,United Kingdom,138.0,138.28,1
13717,31,267,6,1445.01,92,1959,United Kingdom,326.5,240.835,1
13718,245,50,2,306.55,9,173,United Kingdom,86.5,153.275,1
13719,14,220,5,1041.68,56,609,United Kingdom,121.8,208.336,0
13720,116,139,4,799.9,42,501,United Kingdom,125.25,199.975,1
13721,35,1,1,524.14,28,316,United Kingdom,316.0,524.14,1
13722,131,152,3,2375.41,75,1401,United Kingdom,467.0,791.8033333333333,1
13723,216,1,1,199.85000000000002,6,43,United Kingdom,43.0,199.85000000000002,1
13725,49,259,8,1980.56,95,806,United Kingdom,100.75,247.57,1
13726,38,62,2,1079.6599999999999,39,1054,United Kingdom,527.0,539.8299999999999,1
13727,28,5,2,333.48,19,162,United Kingdom,81.0,166.74,0
13728,36,274,6,1016.14,38,458,United Kingdom,76.33333333333333,169.35666666666665,1
13730,135,26,2,752.6,38,488,United Kingdom,244.0,376.3,1
13731,218,28,2,610.59,36,278,United Kingdom,139.0,305.295,1
13732,27,1,1,491.86,33,498,United Kingdom,498.0,491.86,0
13735,24,210,4,2883.54,158,1128,United Kingdom,282.0,720.885,0
13736,4,256,2,729.8,166,496,United Kingdom,248.0,364.9,0
13737,199,1,1,339.59999999999997,29,125,United Kingdom,125.0,339.59999999999997,1
13739,17,1,1,216.9,3,54,United Kingdom,54.0,216.9,0
13740,240,1,1,350.75,23,425,United Kingdom,425.0,350.75,1
13741,71,146,3,668.4300000000001,34,218,United Kingdom,72.66666666666667,222.81000000000003,1
13742,16,304,12,3107.87,200,1115,United Kingdom,92.91666666666667,258.9891666666667,0
13743,2,257,7,1341.6,8,1776,United Kingdom,253.71428571428572,191.65714285714284,0
13744,94,198,2,1080.52,54,1153,United Kingdom,576.5,540.26,1
13745,161,1,1,300.04,25,496,United Kingdom,496.0,300.04,1
13747,373,1,1,79.6,1,8,United Kingdom,8.0,79.6,1
13748,95,279,5,948.25,24,439,United Kingdom,87.8,189.65,1
13750,53,284,5,1647.26,20,516,United Kingdom,103.2,329.452,1
13751,287,1,1,296.25,9,152,United Kingdom,152.0,296.25,1
13752,123,123,6,1175.38,64,874,United Kingdom,145.66666666666666,195.89666666666668,1
13753,287,1,1,741.26,35,512,United Kingdom,512.0,741.26,1
13754,151,166,2,282.59999999999997,11,214,United Kingdom,107.0,141.29999999999998,1
13755,3,60,9,2108.06,232,1242,United Kingdom,138.0,234.2288888888889,0
13756,1,366,14,5189.52,66,3188,United Kingdom,227.71428571428572,370.68,0
13758,11,362,7,3190.55,104,1844,United Kingdom,263.42857142857144,455.79285714285714,0
13759,32,38,2,659.4100000000001,24,287,United Kingdom,143.5,329.70500000000004,1
13760,53,203,2,286.79,50,197,United Kingdom,98.5,143.395,1
13761,49,130,2,1070.65,68,642,United Kingdom,321.0,535.325,1
13762,218,1,1,306.72,7,272,United Kingdom,272.0,306.72,1
13763,62,1,1,1714.96,15,728,United Kingdom,728.0,1714.96,1
13764,70,267,3,1519.42,183,926,United Kingdom,308.6666666666667,506.47333333333336,1
13767,1,372,37,17220.36,55,7322,United Kingdom,197.8918918918919,465.41513513513513,0
13769,1,366,10,2796.51,73,1163,United Kingdom,116.3,279.651,0
13771,63,183,4,2634.45,114,1477,United Kingdom,369.25,658.6125,1
13772,33,206,3,1122.63,141,540,United Kingdom,180.0,374.21000000000004,1
13774,81,1,1,345.0,22,192,United Kingdom,192.0,345.0,1
13777,0,373,33,25977.16,36,12897,United Kingdom,390.8181818181818,787.1866666666666,0
13778,102,1,1,178.7,9,70,United Kingdom,70.0,178.7,1
13780,6,164,2,360.01,56,318,United Kingdom,159.0,180.005,0
13781,250,1,1,127.84,17,30,United Kingdom,30.0,127.84,1
13782,12,316,6,908.86,96,369,United Kingdom,61.5,151.47666666666666,0
13784,9,323,11,2462.79,9,2493,United Kingdom,226.63636363636363,223.89,0
13786,366,1,1,230.39999999999998,7,136,United Kingdom,136.0,230.39999999999998,1
13787,75,289,2,309.04,24,337,United Kingdom,168.5,154.52,1
13790,3,1,1,348.8,45,748,United Kingdom,748.0,348.8,0
13791,127,41,2,1516.0,7,1200,United Kingdom,600.0,758.0,1
13792,65,222,2,195.55,13,92,United Kingdom,46.0,97.775,1
13798,0,371,57,37153.85,113,23948,United Kingdom,420.140350877193,651.8219298245614,0
13799,116,178,2,688.86,32,402,United Kingdom,201.0,344.43,1
13800,309,1,1,558.32,33,331,United Kingdom,331.0,558.32,1
13801,66,1,1,324.8,23,168,United Kingdom,168.0,324.8,1
13802,138,173,3,4599.42,55,2572,United Kingdom,857.3333333333334,1533.14,1
13803,254,1,1,277.07,17,121,United Kingdom,121.0,277.07,1
13804,30,260,7,2588.39,124,1462,United Kingdom,208.85714285714286,369.77,1
13805,51,77,2,924.6,10,1900,United Kingdom,950.0,462.3,1
13806,63,1,1,256.38,10,56,United Kingdom,56.0,256.38,1
13807,366,1,1,112.6,7,36,United Kingdom,36.0,112.6,1
13808,5,92,5,1747.66,70,782,United Kingdom,156.4,349.53200000000004,0
13809,304,1,1,155.05,11,29,Cyprus,29.0,155.05,1
13810,28,28,3,1499.01,32,312,Germany,104.0,499.67,0
13811,183,56,3,814.5,7,68,Germany,22.666666666666668,271.5,1
13812,41,64,3,539.0,33,333,Germany,111.0,179.66666666666666,1
13813,39,96,4,1366.8600000000001,54,552,Germany,138.0,341.71500000000003,1
13814,91,45,2,1579.12,37,864,Germany,432.0,789.56,1
13815,21,297,4,4027.36,132,2560,Germany,640.0,1006.84,0
13816,23,41,2,571.6700000000001,25,269,Germany,134.5,285.83500000000004,0
13817,28,323,2,382.98,20,211,Germany,105.5,191.49,0
13819,301,19,3,1140.35,26,1109,United Kingdom,369.6666666666667,380.1166666666666,1
13821,144,117,2,385.64,51,153,United Kingdom,76.5,192.82,1
13822,5,35,2,632.0,90,611,United Kingdom,305.5,316.0,0
13823,18,73,2,957.66,39,439,United Kingdom,219.5,478.83,0
13824,32,278,5,1698.94,34,768,United Kingdom,153.6,339.788,1
13826,175,1,1,189.5,10,82,United Kingdom,82.0,189.5,1
13827,57,86,3,409.8,83,138,United Kingdom,46.0,136.6,1
13828,21,1,1,209.49,15,311,United Kingdom,311.0,209.49,0
13831,15,354,6,2198.45,58,743,United Kingdom,123.83333333333333,366.4083333333333,0
13832,18,1,1,52.199999999999996,3,28,United Kingdom,28.0,52.199999999999996,0
13833,158,1,1,383.85,28,117,United Kingdom,117.0,383.85,1
13835,24,191,4,834.57,48,442,United Kingdom,110.5,208.6425,0
13837,211,106,2,266.59000000000003,17,182,United Kingdom,91.0,133.29500000000002,1
13838,5,365,4,674.82,144,254,United Kingdom,63.5,168.705,0
13841,252,1,1,85.0,1,100,United Kingdom,100.0,85.0,1
13842,58,309,9,3385.62,155,1768,United Kingdom,196.44444444444446,376.18,1
13844,10,1,1,361.62,20,196,United Kingdom,196.0,361.62,0
13845,64,1,1,312.98,9,182,United Kingdom,182.0,312.98,1
13846,24,336,3,865.0600000000001,55,388,United Kingdom,129.33333333333334,288.35333333333335,0
13848,91,274,3,1255.0,3,3700,United Kingdom,1233.3333333333333,418.3333333333333,1
13849,51,120,2,1537.95,97,1016,United Kingdom,508.0,768.975,1
13850,128,1,1,1595.48,93,944,United Kingdom,944.0,1595.48,1
13851,95,193,3,2651.46,77,1705,United Kingdom,568.3333333333334,883.82,1
13853,56,1,1,1090.14,23,312,United Kingdom,312.0,1090.14,1
13854,8,357,25,8109.5199999999995,39,2296,United Kingdom,91.84,324.38079999999997,0
13856,168,35,3,388.5,10,494,United Kingdom,164.66666666666666,129.5,1
13858,56,1,1,216.17,11,75,United Kingdom,75.0,216.17,1
13859,325,1,1,201.16,27,129,United Kingdom,129.0,201.16,1
13860,0,86,5,1245.9,58,591,United Kingdom,118.2,249.18,0
13862,17,315,8,2209.36,97,1688,United Kingdom,211.0,276.17,0
13863,247,1,1,305.78,20,224,United Kingdom,224.0,305.78,1
13865,57,232,4,501.56,26,204,United Kingdom,51.0,125.39,1
13866,73,1,1,145.67000000000002,7,57,United Kingdom,57.0,145.67000000000002,1
13867,30,187,3,1005.09,51,501,United Kingdom,167.0,335.03000000000003,1
13868,6,32,2,3192.54,32,1964,United Kingdom,982.0,1596.27,0
13869,122,234,4,3083.65,234,1709,United Kingdom,427.25,770.9125,1
13870,1,286,8,2770.94,91,1325,United Kingdom,165.625,346.3675,0
13871,22,287,13,6403.25,155,2806,United Kingdom,215.84615384615384,492.5576923076923,0
13873,119,191,3,389.6,21,140,United Kingdom,46.666666666666664,129.86666666666667,1
13874,357,1,1,540.45,18,180,United Kingdom,180.0,540.45,1
13875,53,248,5,1786.79,79,1316,United Kingdom,263.2,357.358,1
13876,63,1,1,122.7,7,36,United Kingdom,36.0,122.7,1
13877,85,1,1,117.24,3,108,United Kingdom,108.0,117.24,1
13878,54,1,1,1271.57,35,463,United Kingdom,463.0,1271.57,1
13880,20,346,13,3219.77,125,1842,United Kingdom,141.69230769230768,247.67461538461538,0
13881,3,309,20,17159.52,72,10118,United Kingdom,505.9,857.976,0
13882,2,62,5,1191.13,54,953,United Kingdom,190.6,238.22600000000003,0
13883,10,243,5,2674.48,108,1436,United Kingdom,287.2,534.896,0
13884,6,277,5,787.6,45,300,United Kingdom,60.0,157.52,0
13885,188,12,2,506.8,28,182,United Kingdom,91.0,253.4,1
13886,70,1,1,243.56,16,126,United Kingdom,126.0,243.56,1
13887,203,1,1,349.55,19,147,United Kingdom,147.0,349.55,1
13888,119,99,2,595.67,38,254,United Kingdom,127.0,297.835,1
13889,92,1,1,416.90000000000003,15,146,United Kingdom,146.0,416.90000000000003,1
13890,0,358,10,1883.8100000000002,74,831,United Kingdom,83.1,188.38100000000003,0
13892,26,220,4,632.97,26,983,United Kingdom,245.75,158.2425,0
13893,297,1,1,821.1,21,190,United Kingdom,190.0,821.1,1
13894,23,287,3,564.62,25,354,United Kingdom,118.0,188.20666666666668,0
13895,27,137,4,2593.07,97,1365,United Kingdom,341.25,648.2675,0
13897,49,1,1,311.16,17,200,United Kingdom,200.0,311.16,1
13898,325,1,1,155.93,12,133,United Kingdom,133.0,155.93,1
13899,15,259,2,388.52,19,156,United Kingdom,78.0,194.26,0
13900,182,80,3,740.95,42,430,United Kingdom,143.33333333333334,246.98333333333335,1
13901,71,247,5,2867.2,144,1739,United Kingdom,347.8,573.4399999999999,1
13904,36,258,2,332.64,24,332,United Kingdom,166.0,166.32,1
13908,79,197,4,2369.55,104,1478,United Kingdom,369.5,592.3875,1
13911,56,252,9,2580.91,120,2731,United Kingdom,303.44444444444446,286.7677777777778,1
13914,11,25,2,626.45,28,380,United Kingdom,190.0,313.225,0
13917,49,142,2,272.04,16,228,United Kingdom,114.0,136.02,1
13918,49,204,2,1212.8400000000001,30,1140,United Kingdom,570.0,606.4200000000001,1
13919,58,63,2,384.81,24,474,Denmark,237.0,192.405,1
13922,351,1,1,172.25,7,93,United Kingdom,93.0,172.25,1
13923,53,1,1,351.13,20,185,United Kingdom,185.0,351.13,1
13924,1,71,6,1838.8500000000001,90,1575,United Kingdom,262.5,306.475,0
13925,92,43,4,678.25,28,331,United Kingdom,82.75,169.5625,1
13926,22,1,1,223.85000000000002,11,104,United Kingdom,104.0,223.85000000000002,0
13927,74,1,1,348.99,21,214,United Kingdom,214.0,348.99,1
13928,10,123,4,464.57,23,129,United Kingdom,32.25,116.1425,0
13929,168,158,2,842.65,8,143,United Kingdom,71.5,421.325,1
13930,57,79,2,337.34,15,274,United Kingdom,137.0,168.67,1
13931,95,186,2,1237.53,56,725,United Kingdom,362.5,618.765,1
13932,294,1,1,307.4,16,72,United Kingdom,72.0,307.4,1
13933,108,40,2,608.7900000000001,23,205,United Kingdom,102.5,304.39500000000004,1
13934,263,1,1,922.1,31,390,United Kingdom,390.0,922.1,1
13936,179,1,1,376.58,26,330,United Kingdom,330.0,376.58,1
13937,168,1,1,158.85,9,123,United Kingdom,123.0,158.85,1
13938,34,1,1,71.66,7,70,United Kingdom,70.0,71.66,1
13939,22,289,3,568.55,43,847,United Kingdom,282.3333333333333,189.51666666666665,0
13940,16,127,4,839.14,39,516,United Kingdom,129.0,209.785,0
13941,21,351,5,5112.96,24,2364,United Kingdom,472.8,1022.592,0
13946,78,189,3,561.5699999999999,11,443,United Kingdom,147.66666666666666,187.18999999999997,1
13947,64,1,1,90.6,5,44,United Kingdom,44.0,90.6,1
13948,360,1,1,102.0,3,40,United Kingdom,40.0,102.0,1
13949,2,92,6,2427.32,124,2474,United Kingdom,412.3333333333333,404.55333333333334,0
13950,10,236,4,745.06,33,323,United Kingdom,80.75,186.265,0
13951,175,119,3,674.45,38,459,United Kingdom,153.0,224.8166666666667,1
13952,217,21,2,3251.071,120,1431,United Kingdom,715.5,1625.5355,1
13953,6,346,7,3515.68,8,2724,United Kingdom,389.14285714285717,502.23999999999995,0
13954,1,70,2,439.92,24,150,United Kingdom,75.0,219.96,0
13955,153,152,2,322.96,33,154,United Kingdom,77.0,161.48,1
13956,4,267,5,1019.27,123,486,United Kingdom,97.2,203.85399999999998,0
13959,78,284,3,594.04,79,355,United Kingdom,118.33333333333333,198.01333333333332,1
13960,20,51,2,230.22,11,142,United Kingdom,71.0,115.11,0
13962,21,224,2,169.55,11,87,United Kingdom,43.5,84.775,0
13963,307,60,4,664.54,35,460,United Kingdom,115.0,166.135,1
13967,145,1,1,80.7,2,42,United Kingdom,42.0,80.7,1
13969,6,358,18,9024.17,334,4528,United Kingdom,251.55555555555554,501.34277777777777,0
13971,18,267,8,2758.26,118,1844,United Kingdom,230.5,344.7825,0
13972,70,132,2,190.25,15,187,United Kingdom,93.5,95.125,1
13973,286,1,1,264.7,11,109,United Kingdom,109.0,264.7,1
13974,48,1,1,413.59000000000003,28,249,United Kingdom,249.0,413.59000000000003,1
13975,30,246,6,2461.2400000000002,240,1697,United Kingdom,282.8333333333333,410.2066666666667,1
13976,206,1,1,357.98,10,154,United Kingdom,154.0,357.98,1
13978,14,31,2,196.79000000000002,14,315,United Kingdom,157.5,98.39500000000001,0
13979,72,1,1,869.87,54,639,United Kingdom,639.0,869.87,1
13980,59,1,1,200.14,11,172,United Kingdom,172.0,200.14,1
13982,38,327,4,1871.81,72,1136,United Kingdom,284.0,467.9525,1
13983,29,338,12,2603.43,91,1183,United Kingdom,98.58333333333333,216.9525,0
13984,26,340,5,920.51,14,679,United Kingdom,135.8,184.102,0
13985,3,261,15,7060.13,108,3445,United Kingdom,229.66666666666666,470.67533333333336,0
13986,16,1,1,320.46,12,430,United Kingdom,430.0,320.46,0
13988,19,235,6,4147.96,188,3044,United Kingdom,507.3333333333333,691.3266666666667,0
